transaction_id,card_id,vehicle_id,timestamp,location,merchant_type,amount,status,date
T192,C121,V221,2026-04-13 00:29:32.049133,Mumbai,fuel,500.0,failed,2026-04-13
T193,C112,V212,2026-04-14 07:56:32.049137,Bangalore,fuel,2500.0,failed,2026-04-14
T195,C143,V243,2026-04-17 13:34:32.049144,Mumbai,fuel,200.0,success,2026-04-17
T196,C108,V208,2026-04-19 04:20:32.049147,Chennai,toll,100.0,failed,2026-04-19
T197,C117,V217,2026-04-19 01:39:32.049151,Chennai,fuel,100.0,success,2026-04-19
T198,C102,V202,2026-04-15 23:41:32.049154,Bangalore,fuel,100.0,success,2026-04-15
T199,C129,V229,2026-04-14 03:10:32.049158,Chennai,fuel,100.0,failed,2026-04-14
T200,C105,V205,2026-04-13 14:28:32.049161,Chennai,fuel,100.0,success,2026-04-13
T201,C120,V220,2026-04-18 12:03:32.049165,Bangalore,toll,200.0,failed,2026-04-18
T202,C109,V209,2026-04-14 02:42:32.049169,Chennai,fuel,200.0,failed,2026-04-14
T203,C129,V229,2026-04-12 17:26:32.049172,Mumbai,fuel,200.0,failed,2026-04-12
T204,C133,V233,2026-04-18 08:45:32.049175,Bangalore,toll,5000.0,success,2026-04-18
T205,C115,V215,2026-04-12 22:05:32.049179,Mumbai,fuel,2500.0,failed,2026-04-12
T206,C133,V233,2026-04-17 09:10:32.049182,Bangalore,fuel,500.0,success,2026-04-17
T207,C133,V233,2026-04-19 04:42:32.049185,Chennai,toll,15000.0,failed,2026-04-19
T208,C138,V238,2026-04-13 02:49:32.049189,Bangalore,toll,5000.0,failed,2026-04-13
T209,C121,V221,2026-04-13 09:04:32.049192,Bangalore,fuel,500.0,success,2026-04-13
T210,C124,V224,2026-04-16 17:14:32.049195,Mumbai,toll,100.0,success,2026-04-16
T211,C135,V235,2026-04-15 02:12:32.049199,Bangalore,fuel,200.0,failed,2026-04-15
T212,C134,V234,2026-04-13 06:01:32.049202,Bangalore,fuel,500.0,success,2026-04-13
T213,C111,V211,2026-04-13 11:35:32.049206,Chennai,toll,5000.0,failed,2026-04-13
T214,C135,V235,2026-04-17 20:39:32.049209,Mumbai,fuel,200.0,success,2026-04-17
T215,C125,V225,2026-04-17 05:19:32.049213,Bangalore,toll,100.0,success,2026-04-17
T216,C149,V249,2026-04-17 23:15:32.049216,Mumbai,fuel,2500.0,failed,2026-04-17
T217,C108,V208,2026-04-15 04:43:32.049220,Chennai,fuel,2500.0,failed,2026-04-15
T218,C149,V249,2026-04-13 11:06:32.049223,Chennai,toll,200.0,failed,2026-04-13
T219,C125,V225,2026-04-17 16:50:32.049226,Chennai,toll,100.0,success,2026-04-17
T220,C142,V242,2026-04-13 14:21:32.049230,Chennai,toll,200.0,success,2026-04-13
T221,C115,V215,2026-04-15 12:50:32.049233,Chennai,fuel,500.0,failed,2026-04-15
T222,C140,V240,2026-04-16 05:29:32.049236,Bangalore,toll,100.0,success,2026-04-16
T223,C146,V246,2026-04-14 18:27:32.049242,Chennai,fuel,500.0,success,2026-04-14
T224,C131,V231,2026-04-17 03:05:32.049245,Bangalore,fuel,100.0,failed,2026-04-17
T225,C110,V210,2026-04-16 15:14:32.049249,Mumbai,fuel,5000.0,failed,2026-04-16
T226,C104,V204,2026-04-18 11:56:32.049252,Chennai,fuel,15000.0,failed,2026-04-18
T227,C134,V234,2026-04-18 22:36:32.049256,Bangalore,toll,2500.0,success,2026-04-18
T228,C110,V210,2026-04-16 12:48:32.049259,Mumbai,toll,200.0,failed,2026-04-16
T229,C110,V210,2026-04-15 18:29:32.049262,Mumbai,toll,500.0,failed,2026-04-15
T230,C128,V228,2026-04-13 12:46:32.049266,Mumbai,toll,200.0,failed,2026-04-13
T231,C149,V249,2026-04-16 21:09:32.049269,Mumbai,toll,200.0,success,2026-04-16
T232,C116,V216,2026-04-12 23:38:32.049272,Chennai,toll,100.0,success,2026-04-12
T233,C147,V247,2026-04-19 05:51:32.049276,Chennai,toll,500.0,success,2026-04-19
T234,C135,V235,2026-04-18 08:50:32.049280,Chennai,fuel,2500.0,success,2026-04-18
T235,C109,V209,2026-04-13 13:22:32.049283,Mumbai,fuel,200.0,failed,2026-04-13
T236,C107,V207,2026-04-17 09:48:32.049288,Bangalore,toll,100.0,success,2026-04-17
T237,C115,V215,2026-04-17 13:53:32.049292,Mumbai,fuel,200.0,failed,2026-04-17
T239,C111,V211,2026-04-18 16:24:32.049299,Bangalore,fuel,15000.0,failed,2026-04-18
T241,C112,V212,2026-04-18 05:22:32.049306,Mumbai,fuel,2500.0,failed,2026-04-18
T242,C115,V215,2026-04-14 11:01:32.049309,Chennai,fuel,100.0,failed,2026-04-14
T243,C132,V232,2026-04-13 07:14:32.049312,Chennai,fuel,200.0,failed,2026-04-13
T244,C142,V242,2026-04-18 20:44:32.049316,Mumbai,fuel,100.0,failed,2026-04-18
T245,C141,V241,2026-04-13 16:55:32.049319,Mumbai,toll,5000.0,success,2026-04-13
T246,C116,V216,2026-04-14 08:55:32.049323,Mumbai,toll,100.0,failed,2026-04-14
T247,C137,V237,2026-04-13 15:26:32.049327,Chennai,toll,500.0,success,2026-04-13
T248,C125,V225,2026-04-17 21:05:32.049331,Chennai,toll,2500.0,failed,2026-04-17
T249,C115,V215,2026-04-13 16:07:32.049334,Bangalore,fuel,200.0,failed,2026-04-13
T251,C145,V245,2026-04-17 07:37:32.049341,Chennai,fuel,100.0,success,2026-04-17
T252,C133,V233,2026-04-18 18:51:32.049344,Chennai,fuel,500.0,success,2026-04-18
T253,C122,V222,2026-04-14 12:21:32.049348,Chennai,fuel,200.0,success,2026-04-14
T254,C111,V211,2026-04-16 10:59:32.049351,Chennai,fuel,100.0,success,2026-04-16
T255,C111,V211,2026-04-17 21:52:32.049356,Mumbai,fuel,100.0,failed,2026-04-17
T256,C114,V214,2026-04-19 11:53:32.049360,Chennai,fuel,500.0,success,2026-04-19
T257,C100,V200,2026-04-14 23:33:32.049363,Mumbai,toll,100.0,success,2026-04-14
T258,C143,V243,2026-04-19 04:21:32.049367,Chennai,fuel,200.0,failed,2026-04-19
T259,C128,V228,2026-04-13 17:41:32.049370,Mumbai,toll,200.0,success,2026-04-13
T260,C103,V203,2026-04-18 12:23:32.049374,Mumbai,fuel,200.0,failed,2026-04-18
T262,C141,V241,2026-04-18 01:08:32.049381,Bangalore,fuel,200.0,failed,2026-04-18
T265,C147,V247,2026-04-14 05:49:32.049392,Mumbai,toll,500.0,failed,2026-04-14
T266,C127,V227,2026-04-15 17:13:32.049395,Chennai,fuel,200.0,failed,2026-04-15
T267,C101,V201,2026-04-13 22:07:32.049399,Bangalore,fuel,2500.0,success,2026-04-13
T269,C133,V233,2026-04-13 09:16:32.049406,Mumbai,fuel,2500.0,failed,2026-04-13
T270,C141,V241,2026-04-12 15:11:32.049409,Bangalore,toll,200.0,success,2026-04-12
T271,C145,V245,2026-04-18 20:41:32.049413,Bangalore,fuel,100.0,success,2026-04-18
T272,C138,V238,2026-04-18 04:46:32.049416,Bangalore,toll,200.0,success,2026-04-18
T273,C119,V219,2026-04-15 17:31:32.049419,Bangalore,toll,200.0,success,2026-04-15
T274,C122,V222,2026-04-18 19:03:32.049423,Chennai,fuel,200.0,success,2026-04-18
T275,C132,V232,2026-04-13 17:53:32.049427,Chennai,fuel,100.0,failed,2026-04-13
T276,C145,V245,2026-04-14 14:54:32.049431,Chennai,toll,100.0,failed,2026-04-14
T277,C136,V236,2026-04-19 01:15:32.049435,Mumbai,fuel,100.0,success,2026-04-19
T278,C112,V212,2026-04-15 12:14:32.049438,Bangalore,toll,200.0,success,2026-04-15
T279,C103,V203,2026-04-13 23:15:32.049442,Chennai,fuel,100.0,success,2026-04-13
T280,C124,V224,2026-04-14 22:20:32.049445,Chennai,toll,200.0,success,2026-04-14
T281,C125,V225,2026-04-14 00:42:32.049449,Mumbai,toll,100.0,success,2026-04-14
T282,C133,V233,2026-04-12 21:39:32.049452,Chennai,fuel,100.0,failed,2026-04-12
T283,C134,V234,2026-04-12 20:32:32.049456,Mumbai,fuel,200.0,success,2026-04-12
T284,C109,V209,2026-04-18 00:41:32.049459,Mumbai,fuel,100.0,failed,2026-04-18
T285,C149,V249,2026-04-13 16:24:32.049462,Mumbai,toll,100.0,failed,2026-04-13
T287,C101,V201,2026-04-15 08:54:32.049470,Mumbai,toll,200.0,failed,2026-04-15
T288,C148,V248,2026-04-13 02:57:32.049474,Chennai,fuel,100.0,failed,2026-04-13
T289,C118,V218,2026-04-16 17:53:32.049478,Bangalore,fuel,2500.0,failed,2026-04-16
T290,C123,V223,2026-04-17 18:13:32.049481,Mumbai,fuel,200.0,success,2026-04-17
T291,C100,V200,2026-04-12 20:59:32.049485,Mumbai,fuel,2500.0,success,2026-04-12
T292,C123,V223,2026-04-15 18:02:32.049488,Chennai,toll,100.0,success,2026-04-15
T293,C111,V211,2026-04-17 08:32:32.049492,Bangalore,fuel,500.0,success,2026-04-17
T295,C134,V234,2026-04-16 08:55:32.049499,Bangalore,toll,500.0,failed,2026-04-16
T296,C138,V238,2026-04-19 07:12:32.049502,Chennai,toll,100.0,failed,2026-04-19
T298,C132,V232,2026-04-17 23:50:32.049509,Bangalore,toll,500.0,failed,2026-04-17
T299,C143,V243,2026-04-16 10:31:32.049512,Mumbai,toll,100.0,failed,2026-04-16
T300,C129,V229,2026-04-15 10:06:32.049515,Mumbai,fuel,2500.0,success,2026-04-15
T301,C132,V232,2026-04-13 20:34:32.049519,Bangalore,fuel,100.0,success,2026-04-13
T303,C128,V228,2026-04-18 01:40:32.049526,Chennai,fuel,2500.0,failed,2026-04-18
T305,C102,V202,2026-04-18 23:42:32.049532,Bangalore,toll,100.0,failed,2026-04-18
T306,C141,V241,2026-04-14 18:55:32.049536,Bangalore,fuel,200.0,success,2026-04-14
T307,C133,V233,2026-04-13 13:10:32.049539,Mumbai,fuel,200.0,success,2026-04-13
T309,C149,V249,2026-04-18 08:26:32.049548,Chennai,fuel,100.0,failed,2026-04-18
T310,C142,V242,2026-04-16 05:45:32.049551,Mumbai,toll,15000.0,success,2026-04-16
T311,C140,V240,2026-04-14 17:28:32.049555,Mumbai,toll,5000.0,failed,2026-04-14
T312,C118,V218,2026-04-13 13:36:32.049558,Mumbai,toll,2500.0,failed,2026-04-13
T313,C122,V222,2026-04-12 16:47:32.049562,Bangalore,toll,200.0,success,2026-04-12
T314,C142,V242,2026-04-15 23:20:32.049565,Chennai,toll,100.0,failed,2026-04-15
T316,C149,V249,2026-04-15 03:08:32.049573,Mumbai,fuel,200.0,success,2026-04-15
T317,C143,V243,2026-04-19 11:19:32.049577,Chennai,fuel,5000.0,failed,2026-04-19
T318,C137,V237,2026-04-16 08:28:32.049581,Bangalore,fuel,500.0,failed,2026-04-16
